Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Gender_Male
20,0.156312625250501,0.1448087431693989,29.0,0.14205186020293123,3,3,0.1549636803874092,2,0.14657210401891252,2,False,12.0,11,15,6,203.12,0.0
0,0.156312625250501,0.21420256111757857,28.0,0.2280130293159609,2,3,0.27360308285163776,3,0.26674107142857145,2,True,19.0,0,1,0,116.75,1.0
0,0.156312625250501,0.21420256111757857,26.0,0.15437987857762359,3,5,0.10263929618768329,3,0.14657210401891252,4,True,11.0,1,2,2,145.59,0.0
14,0.1977886977886978,0.1448087431693989,14.0,0.15437987857762359,2,5,0.1549636803874092,2,0.26674107142857145,3,False,15.0,0,1,3,206.5,1.0
0,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,2,3,0.27360308285163776,5,0.26674107142857145,8,False,22.0,1,1,4,142.0,0.0
8,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,3,3,0.1549636803874092,4,0.14657210401891252,2,False,13.0,1,1,6,172.95,1.0
5,0.156312625250501,0.21420256111757857,12.0,0.2280130293159609,2,3,0.10263929618768329,3,0.14657210401891252,3,True,20.0,0,4,5,123.06,1.0
18,0.156312625250501,0.1448087431693989,14.4,0.15437987857762359,2,3,0.10263929618768329,4,0.1153588195841717,9,False,18.0,1,1,15,123.47999999999999,1.0
5,0.1977886977886978,0.21420256111757857,14.0,0.2280130293159609,2,3,0.1549636803874092,2,0.26674107142857145,2,False,14.0,2,3,7,189.98,0.0
2,0.1977886977886978,0.1448087431693989,6.0,0.24609375,2,3,0.10263929618768329,3,0.14657210401891252,2,False,13.0,0,1,9,143.19,1.0
0,0.156312625250501,0.1448087431693989,13.0,0.14205186020293123,2,4,0.10263929618768329,3,0.14657210401891252,3,False,17.0,1,1,0,161.32,1.0
30,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,3,4,0.27360308285163776,4,0.14657210401891252,5,True,20.0,1,1,0,133.46,0.0
13,0.156312625250501,0.21420256111757857,10.0,0.2280130293159609,3,4,0.1549636803874092,2,0.14657210401891252,8,False,11.0,2,2,11,208.55,1.0
7,0.1977886977886978,0.21420256111757857,8.0,0.2280130293159609,3,3,0.27360308285163776,3,0.14657210401891252,7,False,18.0,1,1,2,122.31,0.0
0,0.156312625250501,0.1448087431693989,14.2,0.14205186020293123,3,3,0.27360308285163776,2,0.14657210401891252,2,False,24.0,0,2,2,123.22999999999999,1.0
2,0.1977886977886978,0.1448087431693989,15.0,0.14205186020293123,2,3,0.27360308285163776,4,0.1153588195841717,7,False,18.0,0,2,2,120.24000000000001,1.0
1,0.156312625250501,0.1448087431693989,27.0,0.14205186020293123,2,3,0.27360308285163776,2,0.14657210401891252,2,False,11.0,0,1,2,127.13,1.0
30,0.156312625250501,0.1448087431693989,30.0,0.15437987857762359,2,2,0.1549636803874092,2,0.1153588195841717,4,True,16.0,1,1,4,194.39,1.0
0,0.1977886977886978,0.1448087431693989,19.2,0.14205186020293123,3,4,0.27360308285163776,3,0.1153588195841717,2,True,15.0,0,1,1,125.66,1.0
23,0.156312625250501,0.1448087431693989,17.0,0.15437987857762359,2,3,0.07575757575991829,4,0.26674107142857145,4,False,12.8,2,4,4,299.26,0.0
14,0.156312625250501,0.1448087431693989,11.8,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,5,False,12.0,1,1,8,124.50999999999999,1.0
3,0.156312625250501,0.21420256111757857,11.0,0.15437987857762359,2,3,0.1549636803874092,2,0.14657210401891252,3,False,12.0,2,7,4,194.19,0.0
11,0.156312625250501,0.21420256111757857,6.0,0.15437987857762359,2,4,0.10263929618768329,2,0.26674107142857145,5,False,22.0,1,1,1,186.86,0.0
5,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,3,0.27360308285163776,3,0.26674107142857145,4,False,20.0,0,1,4,130.38,1.0
0,0.156312625250501,0.1448087431693989,23.0,0.24609375,2,3,0.27360308285163776,4,0.14657210401891252,1,True,16.0,1,1,1,130.58,1.0
0,0.1977886977886978,0.21420256111757857,26.4,0.24609375,3,5,0.27360308285163776,5,0.26674107142857145,1,False,21.0,1,1,0,123.25,0.0
9,0.1977886977886978,0.1448087431693989,9.0,0.14205186020293123,1,3,0.27360308285163776,4,0.26674107142857145,5,False,12.0,4,7,2,120.88,1.0
3,0.1977886977886978,0.1448087431693989,15.0,0.14205186020293123,2,3,0.10263929618768329,5,0.1153588195841717,2,False,11.0,0,6,10,130.72,1.0
18,0.156312625250501,0.21420256111757857,10.0,0.15437987857762359,1,3,0.10263929618768329,5,0.1153588195841717,5,True,11.0,0,1,3,150.06,0.0
29,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,3,3,0.27360308285163776,5,0.1153588195841717,5,True,18.0,1,2,2,142.57,0.0
6,0.156312625250501,0.1448087431693989,15.8,0.15437987857762359,2,3,0.27360308285163776,2,0.26674107142857145,1,False,14.0,0,1,2,125.0,1.0
0,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,4,0.27360308285163776,2,0.26674107142857145,2,False,22.0,0,1,0,111.02000000000001,1.0
19,0.156312625250501,0.21420256111757857,6.0,0.2280130293159609,3,3,0.1549636803874092,5,0.1153588195841717,2,False,25.0,4,15,7,204.53,0.0
13,0.156312625250501,0.1448087431693989,15.0,0.15437987857762359,3,3,0.27360308285163776,2,0.26674107142857145,2,False,12.0,1,2,1,122.88,0.0
4,0.156312625250501,0.1448087431693989,18.0,0.14205186020293123,3,3,0.27360308285163776,2,0.14657210401891252,9,True,23.0,1,1,2,139.29,0.0
7,0.156312625250501,0.1448087431693989,33.0,0.14205186020293123,3,3,0.27360308285163776,4,0.26674107142857145,3,False,15.0,1,1,2,123.11000000000001,0.0
4,0.156312625250501,0.21420256111757857,26.0,0.2280130293159609,2,3,0.27360308285163776,4,0.26674107142857145,2,True,22.0,0,1,2,131.4,0.0
23,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,4,0.27360308285163776,3,0.14657210401891252,3,False,15.0,0,1,2,136.9,1.0
26,0.156312625250501,0.1448087431693989,19.0,0.14205186020293123,2,2,0.10263929618768329,5,0.1153588195841717,2,False,11.0,1,1,3,144.5,0.0
6,0.156312625250501,0.1448087431693989,20.0,0.14205186020293123,2,3,0.27360308285163776,4,0.14657210401891252,2,False,13.0,0,1,6,127.56,0.0
13,0.156312625250501,0.1448087431693989,10.0,0.14205186020293123,2,3,0.07575757575991829,3,0.14657210401891252,2,False,14.0,1,9,9,290.33,0.0
28,0.156312625250501,0.1448087431693989,20.0,0.14205186020293123,3,2,0.07575757575991829,4,0.26674107142857145,9,False,11.0,1,2,15,287.22,1.0
7,0.1977886977886978,0.1448087431693989,8.0,0.15437987857762359,2,4,0.10263929618768329,3,0.14657210401891252,2,False,17.0,0,1,9,195.47,1.0
24,0.156312625250501,0.1448087431693989,9.0,0.14205186020293123,3,3,0.049019607843137254,4,0.26674107142857145,4,False,18.0,0,2,0,237.33999999999997,0.0
25,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,3,4,0.07575757575991829,3,0.14657210401891252,1,False,15.4,1,11,9,299.99,1.0
5,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,2,3,0.27360308285163776,4,0.26674107142857145,2,False,16.0,1,1,3,122.78999999999999,0.0
0,0.156312625250501,0.1448087431693989,29.0,0.15437987857762359,2,4,0.10263929618768329,3,0.14657210401891252,4,True,13.0,1,1,1,159.16,1.0
13,0.1977886977886978,0.1448087431693989,13.0,0.14205186020293123,2,2,0.27360308285163776,2,0.1153588195841717,5,False,14.0,0,2,2,120.88999999999999,1.0
18,0.1977886977886978,0.1448087431693989,8.0,0.14205186020293123,3,4,0.049019607843137254,2,0.14657210401891252,10,False,23.0,2,11,8,267.92,1.0
10,0.156312625250501,0.1448087431693989,27.0,0.15437987857762359,3,2,0.27360308285163776,5,0.14657210401891252,2,True,12.0,0,1,7,135.64,1.0
8,0.1977886977886978,0.1448087431693989,8.0,0.14205186020293123,2,3,0.10263929618768329,4,0.26674107142857145,6,False,11.0,1,1,2,144.25,0.0
15,0.1977886977886978,0.1448087431693989,27.0,0.14205186020293123,2,3,0.10263929618768329,3,0.1153588195841717,3,False,16.0,0,1,2,152.65,0.0
11,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,3,0.10263929618768329,3,0.14657210401891252,10,False,14.0,0,1,0,165.53,1.0
11,0.156312625250501,0.1448087431693989,35.0,0.24609375,2,3,0.10263929618768329,2,0.14657210401891252,4,False,18.0,0,1,7,162.61,1.0
0,0.1977886977886978,0.1448087431693989,6.0,0.24609375,2,4,0.10263929618768329,5,0.14657210401891252,6,False,19.0,0,2,0,142.98,1.0
22,0.1977886977886978,0.1448087431693989,24.0,0.15437987857762359,3,3,0.10263929618768329,2,0.1153588195841717,2,True,15.0,0,1,7,168.04,1.0
7,0.1977886977886978,0.1448087431693989,16.0,0.14205186020293123,2,3,0.27360308285163776,3,0.1153588195841717,2,True,17.0,2,2,0,138.15,1.0
13,0.156312625250501,0.1448087431693989,25.0,0.14205186020293123,2,3,0.10263929618768329,2,0.14657210401891252,9,True,15.0,1,3,7,127.41,1.0
1,0.156312625250501,0.1448087431693989,35.0,0.14205186020293123,3,3,0.10263929618768329,5,0.14657210401891252,8,True,19.0,0,1,0,166.73,1.0
0,0.156312625250501,0.21420256111757857,33.0,0.2280130293159609,2,3,0.1549636803874092,2,0.14657210401891252,2,False,22.0,1,1,9,176.39,0.0
0,0.156312625250501,0.1448087431693989,21.2,0.15437987857762359,2,2,0.27360308285163776,4,0.1153588195841717,2,True,16.0,0,2,2,123.28,1.0
4,0.1977886977886978,0.1448087431693989,24.0,0.14205186020293123,3,3,0.27360308285163776,2,0.26674107142857145,2,False,13.0,1,1,7,121.53,0.0
13,0.1977886977886978,0.1448087431693989,15.0,0.15437987857762359,3,4,0.10263929618768329,2,0.14657210401891252,10,False,14.0,1,1,2,148.76,1.0
19,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,3,3,0.1549636803874092,5,0.1153588195841717,8,False,16.0,0,1,3,193.96,1.0
0,0.156312625250501,0.21420256111757857,10.0,0.14205186020293123,2,5,0.1549636803874092,2,0.14657210401891252,2,False,11.0,7,9,8,204.0,1.0
3,0.1977886977886978,0.1448087431693989,6.0,0.15437987857762359,2,4,0.1549636803874092,3,0.26674107142857145,2,False,22.0,2,5,8,184.74,1.0
0,0.1977886977886978,0.21420256111757857,26.0,0.15437987857762359,2,3,0.10263929618768329,3,0.26674107142857145,2,False,14.0,1,1,7,199.81,0.0
24,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,2,4,0.1549636803874092,4,0.14657210401891252,6,False,16.0,1,4,4,224.89999999999998,1.0
0,0.156312625250501,0.1448087431693989,12.6,0.24609375,2,3,0.27360308285163776,5,0.26674107142857145,6,True,11.0,1,1,4,126.57,0.0
14,0.156312625250501,0.21420256111757857,12.0,0.15437987857762359,3,3,0.1549636803874092,2,0.26674107142857145,4,True,18.0,0,6,0,235.91000000000003,0.0
0,0.1977886977886978,0.21420256111757857,32.0,0.2280130293159609,2,4,0.10263929618768329,5,0.26674107142857145,6,False,15.0,0,1,1,166.96,0.0
2,0.156312625250501,0.1448087431693989,6.0,0.24609375,2,3,0.27360308285163776,3,0.26674107142857145,1,False,14.0,0,1,5,120.58000000000001,1.0
18,0.1977886977886978,0.21420256111757857,12.0,0.14205186020293123,2,4,0.1549636803874092,2,0.26674107142857145,7,False,12.0,12,12,8,188.65,0.0
27,0.156312625250501,0.21420256111757857,9.0,0.2280130293159609,2,3,0.10263929618768329,5,0.14657210401891252,3,False,14.0,1,1,5,159.4,0.0
9,0.156312625250501,0.1448087431693989,11.0,0.15437987857762359,3,3,0.10263929618768329,4,0.26674107142857145,9,False,16.0,0,3,7,159.14,1.0
6,0.156312625250501,0.1448087431693989,22.6,0.14205186020293123,2,4,0.27360308285163776,4,0.14657210401891252,7,False,21.0,0,1,1,126.22,0.0
10,0.1977886977886978,0.1448087431693989,17.0,0.17391304347826086,2,3,0.1549636803874092,2,0.1153588195841717,2,True,14.0,0,1,9,221.85000000000002,1.0
11,0.156312625250501,0.21420256111757857,9.0,0.15437987857762359,3,3,0.1549636803874092,3,0.1153588195841717,1,False,12.0,1,5,13,206.08999999999997,1.0
4,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,2,5,0.10263929618768329,3,0.14657210401891252,1,False,12.0,1,1,4,143.45,1.0
10,0.156312625250501,0.1448087431693989,9.0,0.15437987857762359,3,4,0.27360308285163776,2,0.14657210401891252,4,False,17.0,0,1,0,121.77000000000001,1.0
10,0.1977886977886978,0.21420256111757857,10.0,0.2280130293159609,2,3,0.27360308285163776,2,0.1153588195841717,5,False,17.0,1,5,8,0.0,1.0
2,0.1977886977886978,0.21420256111757857,6.0,0.14205186020293123,2,3,0.1549636803874092,2,0.14657210401891252,2,False,14.0,4,4,1,179.18,0.0
8,0.1977886977886978,0.21420256111757857,6.0,0.2280130293159609,3,3,0.1549636803874092,3,0.26674107142857145,2,False,14.0,1,1,8,187.89,0.0
0,0.156312625250501,0.1448087431693989,18.6,0.14205186020293123,2,4,0.27360308285163776,2,0.26674107142857145,2,True,13.0,0,1,1,123.88999999999999,1.0
25,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,4,0.27360308285163776,2,0.26674107142857145,8,False,15.0,0,2,2,132.12,0.0
15,0.156312625250501,0.1448087431693989,10.0,0.24609375,2,3,0.07575757575991829,2,0.14657210401891252,2,False,13.4,0,11,15,292.32,1.0
5,0.156312625250501,0.19834710743116057,12.0,0.14205186020293123,2,3,0.27360308285163776,3,0.14657210401891252,9,False,17.0,2,2,2,122.66999999999999,1.0
23,0.156312625250501,0.21420256111757857,6.0,0.14205186020293123,3,3,0.07575757575991829,2,0.1153588195841717,4,False,14.4,1,1,6,295.17,0.0
0,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,3,0.27360308285163776,2,0.14657210401891252,6,True,13.0,0,1,4,124.36000000000001,1.0
16,0.156312625250501,0.21420256111757857,22.0,0.2280130293159609,3,3,0.049019607843137254,2,0.14657210401891252,6,True,22.0,0,5,9,260.64,0.0
0,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,3,3,0.27360308285163776,5,0.14657210401891252,8,False,20.0,1,1,7,127.07,0.0
25,0.1977886977886978,0.21420256111757857,8.0,0.15437987857762359,3,4,0.07575757575991829,3,0.26674107142857145,2,True,18.0,6,15,12,290.68,1.0
5,0.156312625250501,0.21420256111757857,10.0,0.15437987857762359,2,3,0.27360308285163776,4,0.14657210401891252,3,False,11.0,1,1,2,139.31,0.0
0,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,3,4,0.27360308285163776,3,0.26674107142857145,1,True,14.0,1,1,2,137.3,1.0
10,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,3,3,0.27360308285163776,3,0.1153588195841717,8,False,14.0,0,1,2,122.32,0.0
5,0.1977886977886978,0.21420256111757857,32.0,0.2280130293159609,3,3,0.10263929618768329,2,0.14657210401891252,1,False,18.0,1,2,2,144.65,1.0
14,0.156312625250501,0.1448087431693989,25.0,0.15437987857762359,2,3,0.10263929618768329,5,0.1153588195841717,3,False,16.0,1,1,0,130.72,1.0
13,0.156312625250501,0.1448087431693989,30.0,0.24609375,3,3,0.10263929618768329,2,0.1153588195841717,2,False,17.0,2,4,7,133.19,1.0
18,0.156312625250501,0.1448087431693989,6.0,0.17391304347826086,3,2,0.07575757575991829,2,0.14657210401891252,1,False,13.2,1,1,7,292.02,1.0
4,0.1977886977886978,0.1448087431693989,9.0,0.14205186020293123,3,3,0.1549636803874092,3,0.1153588195841717,10,False,12.0,1,9,2,236.75,1.0
6,0.156312625250501,0.1448087431693989,11.0,0.15437987857762359,2,4,0.27360308285163776,2,0.14657210401891252,2,False,13.0,0,1,2,129.11,0.0
7,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,2,4,0.10263929618768329,5,0.14657210401891252,7,False,13.0,0,5,9,159.57,1.0
10,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,4,0.27360308285163776,5,0.14657210401891252,3,False,14.0,1,1,2,139.2,0.0
18,0.1977886977886978,0.1448087431693989,13.0,0.15437987857762359,3,2,0.10263929618768329,3,0.14657210401891252,5,False,17.0,0,1,2,164.34,1.0
0,0.1977886977886978,0.1448087431693989,16.0,0.14205186020293123,3,3,0.1549636803874092,3,0.1153588195841717,7,False,11.0,1,1,0,200.48,1.0
12,0.1977886977886978,0.1448087431693989,8.0,0.24609375,3,3,0.1549636803874092,3,0.26674107142857145,1,False,25.0,10,11,5,209.38,0.0
2,0.156312625250501,0.1448087431693989,19.2,0.15437987857762359,2,3,0.27360308285163776,2,0.26674107142857145,2,False,19.0,0,1,5,123.4,1.0
15,0.156312625250501,0.1448087431693989,23.0,0.15437987857762359,2,2,0.10263929618768329,5,0.26674107142857145,4,True,13.0,0,1,2,165.45,0.0
2,0.156312625250501,0.21420256111757857,26.0,0.2280130293159609,2,3,0.10263929618768329,2,0.1153588195841717,3,False,14.0,1,1,2,169.31,1.0
0,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,3,3,0.10263929618768329,3,0.14657210401891252,1,False,12.0,1,1,2,148.98,0.0
15,0.156312625250501,0.1448087431693989,12.0,0.14205186020293123,2,4,0.27360308285163776,5,0.1153588195841717,1,True,11.0,4,7,8,125.93,0.0
13,0.156312625250501,0.1448087431693989,8.0,0.14205186020293123,2,3,0.07575757575991829,3,0.1153588195841717,1,False,13.2,0,3,9,294.36,1.0
24,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,2,3,0.27360308285163776,2,0.14657210401891252,2,False,11.0,1,1,0,127.22999999999999,1.0
0,0.1977886977886978,0.1448087431693989,35.0,0.14205186020293123,3,4,0.27360308285163776,4,0.26674107142857145,1,False,11.0,1,1,4,134.79,1.0
5,0.1977886977886978,0.1448087431693989,13.0,0.15437987857762359,2,2,0.27360308285163776,4,0.14657210401891252,2,False,20.0,0,1,3,127.94,1.0
11,0.1977886977886978,0.21420256111757857,8.0,0.15437987857762359,2,4,0.10263929618768329,2,0.14657210401891252,4,False,18.0,6,7,5,152.49,1.0
6,0.156312625250501,0.1448087431693989,8.0,0.24609375,2,4,0.10263929618768329,5,0.26674107142857145,5,False,13.0,0,1,4,121.75999999999999,1.0
19,0.156312625250501,0.21420256111757857,8.0,0.24609375,3,5,0.049019607843137254,4,0.14657210401891252,4,True,12.0,2,7,7,268.72,0.0
0,0.156312625250501,0.1448087431693989,8.0,0.15437987857762359,3,3,0.27360308285163776,3,0.26674107142857145,3,False,11.0,1,1,0,134.85,1.0
2,0.156312625250501,0.21420256111757857,8.0,0.14205186020293123,3,4,0.10263929618768329,4,0.14657210401891252,3,False,19.0,0,1,0,166.44,1.0
4,0.156312625250501,0.1448087431693989,29.0,0.14205186020293123,3,4,0.10263929618768329,2,0.14657210401891252,1,False,21.0,1,7,8,155.82,1.0
0,0.1977886977886978,0.1448087431693989,11.0,0.15437987857762359,2,2,0.10263929618768329,5,0.1153588195841717,2,False,12.0,1,1,5,140.0,1.0
18,0.156312625250501,0.1448087431693989,26.0,0.14205186020293123,3,3,0.049019607843137254,2,0.14657210401891252,1,True,14.0,0,7,10,234.95999999999998,1.0
9,0.156312625250501,0.1448087431693989,12.0,0.15437987857762359,2,3,0.27360308285163776,2,0.14657210401891252,1,False,11.0,4,10,11,132.1,1.0
28,0.156312625250501,0.1448087431693989,6.0,0.14205186020293123,2,3,0.07575757575991829,5,0.26674107142857145,1,True,14.0,4,4,13,290.45,1.0
10,0.1977886977886978,0.1448087431693989,35.0,0.15437987857762359,2,3,0.1549636803874092,4,0.14657210401891252,2,True,12.0,5,9,7,218.49,1.0
7,0.156312625250501,0.1448087431693989,15.0,0.14205186020293123,3,3,0.27360308285163776,2,0.14657210401891252,2,False,23.0,1,1,4,120.69999999999999,1.0
10,0.156312625250501,0.21420256111757857,12.0,0.14205186020293123,3,3,0.10263929618768329,2,0.14657210401891252,5,False,14.0,0,1,1,165.02,1.0
0,0.156312625250501,0.1448087431693989,9.0,0.14205186020293123,3,4,0.27360308285163776,3,0.26674107142857145,2,False,17.0,1,1,0,132.3,1.0
10,0.1977886977886978,0.1448087431693989,6.0,0.14205186020293123,0,3,0.1549636803874092,2,0.1153588195841717,3,True,18.0,0,7,2,236.02999999999997,0.0
2,0.156312625250501,0.1448087431693989,28.0,0.15437987857762359,3,2,0.1549636803874092,4,0.1153588195841717,8,False,18.0,5,6,5,219.95999999999998,0.0
11,0.156312625250501,0.21420256111757857,13.0,0.14205186020293123,2,2,0.10263929618768329,5,0.1153588195841717,2,True,24.0,0,7,7,156.05,0.0
0,0.1977886977886978,0.1448087431693989,6.0,0.15437987857762359,2,3,0.10263929618768329,4,0.1153588195841717,2,False,20.0,0,1,4,163.97,0.0
23,0.156312625250501,0.1448087431693989,10.0,0.15437987857762359,3,3,0.07575757575991829,4,0.1153588195841717,4,False,14.0,1,1,6,291.44,1.0
26,0.156312625250501,0.1448087431693989,9.0,0.14205186020293123,2,3,0.049019607843137254,3,0.14657210401891252,4,True,16.0,2,1,3,275.84,1.0
15,0.156312625250501,0.21420256111757857,6.0,0.15437987857762359,2,3,0.10263929618768329,3,0.14657210401891252,2,False,25.0,4,11,6,149.07,1.0
2,0.1977886977886978,0.21420256111757857,8.0,0.15437987857762359,2,3,0.10263929618768329,2,0.26674107142857145,2,False,18.0,0,1,9,145.54,1.0
28,0.156312625250501,0.1448087431693989,26.0,0.24609375,2,3,0.10263929618768329,2,0.14657210401891252,4,True,19.0,1,1,8,154.15,1.0
0,0.1977886977886978,0.1448087431693989,17.0,0.14205186020293123,2,3,0.10263929618768329,5,0.14657210401891252,2,True,13.0,2,3,3,147.41,1.0
2,0.156312625250501,0.1448087431693989,6.0,0.15437987857762359,2,3,0.27360308285163776,2,0.26674107142857145,2,False,12.0,1,5,7,121.15,0.0
7,0.1977886977886978,0.1448087431693989,30.0,0.15437987857762359,2,3,0.27360308285163776,3,0.1153588195841717,4,True,22.0,0,1,0,131.61,1.0
11,0.156312625250501,0.1448087431693989,29.0,0.15437987857762359,2,3,0.10263929618768329,2,0.1153588195841717,10,False,14.0,0,1,2,157.45,1.0
0,0.156312625250501,0.1448087431693989,14.8,0.14205186020293123,2,3,0.27360308285163776,4,0.1153588195841717,3,True,13.0,1,1,2,123.72999999999999,1.0
1,0.156312625250501,0.1448087431693989,14.0,0.15437987857762359,3,3,0.27360308285163776,2,0.26674107142857145,2,False,21.0,0,1,2,133.1,0.0
22,0.1977886977886978,0.1448087431693989,16.0,0.15437987857762359,2,3,0.07575757575991829,5,0.26674107142857145,10,True,11.0,1,1,2,286.65,0.0
9,0.156312625250501,0.1448087431693989,9.0,0.24609375,1,3,0.10263929618768329,4,0.26674107142857145,5,False,12.0,6,7,7,144.85,1.0
4,0.1977886977886978,0.21420256111757857,11.0,0.2280130293159609,2,3,0.27360308285163776,4,0.1153588195841717,2,False,11.0,0,2,2,127.88999999999999,0.0
0,0.156312625250501,0.21420256111757857,10.0,0.2280130293159609,2,4,0.10263929618768329,2,0.26674107142857145,2,True,12.0,7,7,4,158.28,1.0
10,0.1977886977886978,0.1448087431693989,10.6,0.14205186020293123,2,3,0.27360308285163776,2,0.14657210401891252,2,True,12.0,0,1,2,123.25999999999999,1.0
15,0.1977886977886978,0.21420256111757857,32.0,0.2280130293159609,3,3,0.049019607843137254,4,0.14657210401891252,6,False,14.0,2,6,8,235.25,0.0
1,0.156312625250501,0.1448087431693989,9.0,0.15437987857762359,2,3,0.27360308285163776,3,0.26674107142857145,2,False,13.0,0,1,0,114.19999999999999,1.0
8,0.156312625250501,0.21420256111757857,22.0,0.2280130293159609,3,3,0.1549636803874092,4,0.14657210401891252,1,False,15.0,3,6,9,180.2,1.0
